년월,역명_표준,출근_승차,퇴근_하차,일평균_승차,일평균_하차,호선목록
2015-03-01,강변,297497,318032,1648883,1616605,2호선
2015-03-01,개롱,59544,43128,230328,228955,5호선
2015-03-01,개화산,52348,33862,196385,180812,5호선
2015-03-01,거여,74656,47598,250096,234655,5호선
2015-03-01,건대입구,261724,503785,2108150,2260738,"2호선,7호선"
2015-03-01,경복궁,48701,74344,812104,859711,3호선
2015-03-01,경찰병원,56263,39984,242335,240307,3호선
2015-03-01,고덕,58913,50364,289370,288277,5호선
2015-03-01,고려대,66313,55447,351374,347183,6호선
2015-03-01,고속터미널,140838,388618,2547742,2523764,"3호선,7호선"
2015-03-01,공덕,112765,148299,1011550,1022884,"5호선,6호선"
2015-03-01,공릉,100180,87328,470962,463139,7호선
2015-03-01,광나루,118123,80782,514682,468039,5호선
2015-03-01,광명사거리,286674,212541,915308,877974,7호선
2015-03-01,광화문,34099,117158,1145852,1207685,5호선
2015-03-01,광흥창,51165,43170,308751,298275,6호선
2015-03-01,교대,113845,226622,1762447,1793541,"2호선,3호선"
2015-03-01,구로디지털단지,403838,359765,2084365,2096466,2호선
2015-03-01,구산,74390,40745,261985,195882,6호선
2015-03-01,구의,205480,162629,789194,776425,2호선
2015-03-01,구파발,188934,95257,564435,454313,3호선
2015-03-01,군자,203843,164715,841501,751722,"5호선,7호선"
2015-03-01,굴포천,81030,64914,269887,276155,7호선
2015-03-01,굽은다리,95007,69415,324014,303117,5호선
2015-03-01,금호,73698,51209,260910,239587,3호선
2015-03-01,길동,65705,59870,251328,264881,5호선
2015-03-01,길음,262787,188255,995228,969550,4호선
2015-03-01,김포공항,17287,27905,237586,209289,5호선
2015-03-01,까치산,339880,233626,985221,931438,5호선
2015-03-01,까치울,59434,37114,180539,159055,7호선
2015-03-01,낙성대,268851,202693,1019200,985220,2호선
2015-03-01,남구로,97351,82592,548818,571248,7호선
2015-03-01,남부터미널,89329,164970,1181961,1227692,3호선
2015-03-01,남성,114631,78382,393385,363813,7호선
2015-03-01,남태령,6402,5266,45059,36992,4호선
2015-03-01,남한산성입구,148613,88219,509944,475614,8호선
2015-03-01,내방,59003,62541,471111,488840,7호선
2015-03-01,노원,254959,338683,1494013,1639869,"4호선,7호선"
2015-03-01,녹번,161153,97257,497454,431153,3호선
2015-03-01,녹사평,18732,45503,231973,257293,6호선
2015-03-01,논현,41115,88969,659084,725010,7호선
2015-03-01,단대오거리,123164,86476,440851,403086,8호선
2015-03-01,답십리,153951,105616,548355,505464,5호선
2015-03-01,당고개,128660,81596,448152,421875,4호선
2015-03-01,당산,159316,151008,778488,843107,2호선
2015-03-01,대림,290357,260485,1424520,1463419,"2호선,7호선"
2015-03-01,대청,89671,59398,374766,330091,3호선
2015-03-01,대치,71889,63051,394537,369874,3호선
2015-03-01,대흥,41691,43835,298433,319332,6호선
2015-03-01,도곡,44712,33716,253642,230199,3호선
2015-03-01,도림천,5500,4349,32871,37263,2호선
2015-03-01,도봉산,127815,66684,403464,383365,7호선
2015-03-01,독립문,43542,35563,252182,260195,3호선
2015-03-01,독바위,32587,22299,95683,107848,6호선
2015-03-01,돌곶이,95405,61424,323899,295028,6호선
2015-03-01,동대문,72042,136418,1344421,1446290,"1호선,4호선"
2015-03-01,동대문역사문화공원,51468,184599,1456156,1504372,"2호선,4호선,5호선"
2015-03-01,동대입구,18534,42585,395597,455481,3호선
2015-03-01,동묘앞,46517,60518,645364,662145,"1호선,6호선"
2015-03-01,동작,15070,13708,77698,81016,4호선
2015-03-01,둔촌동,117867,95065,449792,450629,5호선
2015-03-01,디지털미디어시티,134781,92451,494492,534626,6호선
2015-03-01,뚝섬,79330,79313,518557,545010,2호선
2015-03-01,뚝섬유원지,69942,57928,302084,294422,7호선
2015-03-01,마곡,36878,17682,94464,77062,5호선
2015-03-01,마들,142207,85753,404708,367861,7호선
2015-03-01,마장,45758,36510,215400,211419,5호선
2015-03-01,마천,69088,42799,206492,209189,5호선
2015-03-01,마포,69519,81654,467640,488337,5호선
2015-03-01,마포구청,108460,68516,457036,397968,6호선
2015-03-01,망원,85392,82415,393707,417613,6호선
2015-03-01,매봉,47580,45167,390902,368597,3호선
2015-03-01,먹골,97076,75527,346076,333539,7호선
2015-03-01,면목,162265,113933,557675,537286,7호선
2015-03-01,명동,20321,179944,1375151,1486017,4호선
2015-03-01,명일,88384,72304,315612,312196,5호선
2015-03-01,모란,17709,16355,157513,116436,8호선
2015-03-01,목동,178890,156228,636584,660646,5호선
2015-03-01,몽촌토성,29867,32643,218319,230981,8호선
2015-03-01,무악재,43305,30660,142933,141067,3호선
2015-03-01,문래,105164,90573,628462,634095,2호선
2015-03-01,문정,38643,28490,188379,179649,8호선
2015-03-01,미아,169880,118375,663455,609765,4호선
2015-03-01,미아사거리,291506,250342,1114122,1079147,4호선
2015-03-01,반포,29811,27065,218412,207911,7호선
2015-03-01,발산,61056,61533,379028,374313,5호선
2015-03-01,방배,91146,102365,752057,761398,2호선
2015-03-01,방이,45409,43673,233111,234855,5호선
2015-03-01,방화,71502,48672,249223,238598,5호선
2015-03-01,버티고개,18533,14990,86082,82197,6호선
2015-03-01,보라매,62488,54850,329733,330662,7호선
2015-03-01,보문,74683,46734,280685,250262,6호선
2015-03-01,복정,45405,23240,276215,210888,8호선
2015-03-01,봉천,231399,164493,804284,746549,2호선
2015-03-01,봉화산,105714,67104,310440,291305,6호선
2015-03-01,부천시청,85503,85442,384463,391964,7호선
2015-03-01,부천종합운동장,57629,34477,174855,160964,7호선
2015-03-01,부평구청,125924,63556,377148,285833,7호선
2015-03-01,불광,185121,172876,811961,862235,"3호선,6호선"
2015-03-01,사가정,154843,124700,553624,534750,7호선
2015-03-01,사당,447168,565783,2612954,2565882,"2호선,4호선"
2015-03-01,산성,78783,52182,248285,243290,8호선
2015-03-01,삼각지,42644,51066,416383,408587,"4호선,6호선"
2015-03-01,삼산체육관,56170,38504,172747,157662,7호선
2015-03-01,삼성,69559,181085,2034003,2085856,2호선
2015-03-01,상계,234889,147635,745508,669671,4호선
2015-03-01,상도,95119,73773,403062,395353,7호선
2015-03-01,상동,89501,89471,438296,451901,7호선
2015-03-01,상봉,140735,113518,589305,548771,7호선
2015-03-01,상수,34060,76063,334857,388689,6호선
2015-03-01,상왕십리,78409,54346,348482,332972,2호선
2015-03-01,상월곡,66392,39992,221710,208467,6호선
2015-03-01,상일동,149270,79265,410772,346070,5호선
2015-03-01,새절,133957,94090,467508,447427,6호선
2015-03-01,서대문,41383,52888,569396,581258,5호선
2015-03-01,서울대입구,382583,348049,1798468,1763430,2호선
2015-03-01,서울역,219917,340797,2508752,2550864,"1호선,4호선"
2015-03-01,서초,50448,73381,753043,765191,2호선
2015-03-01,석계,135221,108501,461178,464147,6호선
2015-03-01,석촌,67018,57082,305427,318817,8호선
2015-03-01,선릉,84128,140496,1808564,1581746,2호선
2015-03-01,성수,72242,82055,799462,872596,2호선
2015-03-01,성신여대입구,154482,158740,930396,846228,4호선
2015-03-01,송정,85457,70600,355973,347079,5호선
2015-03-01,송파,33659,29509,182063,185364,8호선
2015-03-01,수락산,132738,96499,496131,477472,7호선
2015-03-01,수서,81124,68946,411770,419255,3호선
2015-03-01,수유,397940,325742,1538149,1497109,4호선
2015-03-01,수진,38184,29760,171097,158606,8호선
2015-03-01,숙대입구,62849,84780,639597,625827,4호선
2015-03-01,숭실대입구,125491,101169,617719,610469,7호선
2015-03-01,시청,35826,97275,1548468,1525607,"1호선,2호선"
2015-03-01,신금호,44894,35807,179388,183234,5호선
2015-03-01,신길,23750,19293,97327,114731,5호선
2015-03-01,신답,14465,12831,42212,48373,2호선
2015-03-01,신당,96024,116079,757216,789937,"2호선,6호선"
2015-03-01,신대방,260402,184911,905693,871352,2호선
2015-03-01,신대방삼거리,145645,109166,528658,498941,7호선
2015-03-01,신도림,407090,441332,2209965,2197802,2호선
2015-03-01,신림,675102,566544,2408215,2354327,2호선
2015-03-01,신사,45451,170140,1040121,1123955,3호선
2015-03-01,신설동,70928,73308,700011,680824,"1호선,2호선"
2015-03-01,신용산,29785,50477,417801,450574,4호선
2015-03-01,신정,184085,91781,475824,385037,5호선
2015-03-01,신정네거리,118350,87316,359343,355378,2호선
2015-03-01,신중동,100688,90119,446668,443287,7호선
2015-03-01,신천,197833,201426,897662,868062,2호선
2015-03-01,신촌,131861,346577,1791149,1800970,2호선
2015-03-01,신풍,106400,79804,399464,378786,7호선
2015-03-01,신흥,43095,39997,179005,183605,8호선
2015-03-01,쌍문,360610,225508,1118111,961982,4호선
2015-03-01,아차산,126109,92912,511191,478530,5호선
2015-03-01,아현,60613,46394,322770,288672,2호선
2015-03-01,안국,22890,62392,879451,965741,3호선
2015-03-01,안암,27346,64798,529920,540359,6호선
2015-03-01,암사,201422,124570,573566,510529,8호선
2015-03-01,압구정,63116,152738,1201922,1316637,3호선
2015-03-01,애오개,39962,31875,207064,210659,5호선
2015-03-01,약수,105637,99416,603090,580847,"3호선,6호선"
2015-03-01,양재,111467,177589,1421204,1497839,3호선
2015-03-01,양천구청,77261,56757,243763,257905,2호선
2015-03-01,양평,43548,31053,201536,204356,5호선
2015-03-01,어린이대공원,61711,66778,613956,629711,7호선
2015-03-01,여의나루,16655,33375,297858,317640,5호선
2015-03-01,여의도,29397,66872,723950,795371,5호선
2015-03-01,역삼,54119,133861,1537317,1695718,2호선
2015-03-01,역촌,36721,30570,119043,137819,6호선
2015-03-01,연신내,379649,301260,1361523,1279298,"3호선,6호선"
2015-03-01,영등포구청,125165,120199,831376,832400,"2호선,5호선"
2015-03-01,영등포시장,29171,34882,257713,278031,5호선
2015-03-01,오금,93115,56727,356679,330848,"3호선,5호선"
2015-03-01,오목교,131423,166128,851514,906888,5호선
2015-03-01,옥수,80881,73074,338123,349713,3호선
2015-03-01,온수,129658,77297,375669,357489,7호선
2015-03-01,올림픽공원,32080,30222,286026,283790,5호선
2015-03-01,왕십리,115803,161221,877644,785679,"2호선,5호선"
2015-03-01,용답,26695,18686,85571,88882,2호선
2015-03-01,용두,12871,13209,72197,77177,2호선
2015-03-01,용마산,70720,42427,209294,199990,7호선
2015-03-01,우장산,151672,114083,535371,522968,5호선
2015-03-01,월곡,105387,80675,462780,436823,6호선
2015-03-01,월드컵경기장,24881,46404,223928,237128,6호선
2015-03-01,을지로3가,22421,60394,940052,967623,"2호선,3호선"
2015-03-01,을지로4가,12772,32060,580848,596723,"2호선,5호선"
2015-03-01,을지로입구,30183,155171,1679221,1667726,2호선
2015-03-01,응암,182034,133813,570309,554143,6호선
2015-03-01,이대,76223,116809,842450,894429,2호선
2015-03-01,이수,91651,113351,564353,556995,7호선
2015-03-01,이촌,38485,45677,289690,328003,4호선
2015-03-01,이태원,38341,112788,521547,576936,6호선
2015-03-01,일원,55266,40575,319971,331354,3호선
2015-03-01,잠실,435181,466244,2904953,2728707,"2호선,8호선"
2015-03-01,잠실나루,141802,103037,601991,578047,2호선
2015-03-01,잠원,48127,34021,196996,190976,3호선
2015-03-01,장승배기,90328,68293,359196,345034,7호선
2015-03-01,장암,33823,4881,82616,30357,7호선
2015-03-01,장지,68752,59099,409528,392284,8호선
2015-03-01,장한평,126539,104580,610390,611552,5호선
2015-03-01,제기동,61771,58484,647996,664726,1호선
2015-03-01,종각,27620,174017,1500476,1426385,1호선
2015-03-01,종로3가,38480,206798,1908883,1903862,"1호선,3호선,5호선"
2015-03-01,종로5가,17596,74717,890591,895940,1호선
2015-03-01,종합운동장,79119,81031,487074,518318,2호선
2015-03-01,중계,160998,101781,545127,497449,7호선
2015-03-01,중곡,96707,64155,343810,316890,7호선
2015-03-01,중화,108423,80641,399835,380467,7호선
2015-03-01,증산,109317,76155,350178,334398,6호선
2015-03-01,지축,11557,9038,40817,43485,3호선
2015-03-01,창동,254551,234656,1002492,1089418,4호선
2015-03-01,창신,35808,16745,111136,96754,6호선
2015-03-01,천왕,84079,53094,262342,239282,7호선
2015-03-01,천호,234272,311151,1365723,1470304,"5호선,8호선"
2015-03-01,철산,246232,208842,825368,826409,7호선
2015-03-01,청구,46089,38846,257063,256751,"5호선,6호선"
2015-03-01,청담,52331,71560,771964,878301,7호선
2015-03-01,청량리,136187,154349,972936,993669,1호선
2015-03-01,총신대입구,154719,187048,758052,840409,4호선
2015-03-01,춘의,47554,34863,240106,234145,7호선
2015-03-01,충무로,32474,96882,1158770,1174125,"3호선,4호선"
2015-03-01,충정로,65972,70010,537465,576208,"2호선,5호선"
2015-03-01,태릉입구,96660,82486,486437,501035,"6호선,7호선"
2015-03-01,하계,182164,134684,693626,653433,7호선
2015-03-01,학동,30085,54430,791225,874552,7호선
2015-03-01,학여울,12521,12463,113756,117556,3호선
2015-03-01,한강진,10198,39680,194061,231532,6호선
2015-03-01,한성대입구,96138,87625,598620,579255,4호선
2015-03-01,한양대,18834,42713,466347,561163,2호선
2015-03-01,합정,187988,280778,1519902,1506122,"2호선,6호선"
2015-03-01,행당,93734,57992,278676,243942,5호선
2015-03-01,혜화,54050,221743,1401645,1455774,4호선
2015-03-01,홍대입구,209780,521687,2408405,2536726,2호선
2015-03-01,홍제,183884,134241,688405,650465,3호선
2015-03-01,화곡,303813,220783,945580,866301,5호선
2015-03-01,화랑대,149272,72475,450232,346152,6호선
2015-03-01,회현,18592,46141,956967,1021737,4호선
2015-03-01,효창공원앞,50074,37018,276074,270356,6호선
2015-04-01,가락시장,76157,75942,489007,498704,"3호선,8호선"
2015-04-01,가산디지털단지,46008,82568,1296064,1317223,7호선
2015-04-01,강남,163015,474907,3087025,3058985,2호선
2015-04-01,강남구청,25514,47026,534645,584913,7호선
2015-04-01,강동,172761,101335,639008,533023,5호선
2015-04-01,강동구청,89219,67914,344189,354018,8호선
2015-04-01,강변,292925,311619,1608226,1588928,2호선
2015-04-01,개롱,59286,41746,229259,226809,5호선
2015-04-01,개화산,52297,32840,194953,178742,5호선
2015-04-01,거여,74638,45653,244712,227540,5호선
2015-04-01,건대입구,258518,488614,2055444,2208512,"2호선,7호선"
2015-04-01,경복궁,47593,77532,839594,887391,3호선
2015-04-01,경찰병원,55872,38897,238739,236199,3호선
2015-04-01,고덕,58227,48113,286021,283463,5호선
2015-04-01,고려대,65927,52567,348395,339673,6호선
2015-04-01,고속터미널,134448,367817,2409964,2395441,"3호선,7호선"
2015-04-01,공덕,113275,145619,997465,1008074,"5호선,6호선"
2015-04-01,공릉,100140,82236,447052,438330,7호선
2015-04-01,광나루,116019,79803,516024,468981,5호선
2015-04-01,광명사거리,283793,206494,899099,857830,7호선
2015-04-01,광화문,33281,122813,1152324,1203205,5호선
2015-04-01,광흥창,52044,42345,308753,296093,6호선
2015-04-01,교대,111427,213818,1705599,1734228,"2호선,3호선"
2015-04-01,구로디지털단지,404150,348659,2044427,2051485,2호선
2015-04-01,구산,74947,39634,258723,190397,6호선
2015-04-01,구의,205127,156739,774130,758557,2호선
2015-04-01,구파발,188829,93197,564813,457601,3호선
2015-04-01,군자,202020,161550,824984,734202,"5호선,7호선"
2015-04-01,굴포천,79968,63984,264983,271555,7호선
2015-04-01,굽은다리,94900,67672,320360,298870,5호선
2015-04-01,금호,73120,50518,256773,235857,3호선
2015-04-01,길동,64992,57083,245517,256965,5호선
2015-04-01,길음,262124,184295,971039,941525,4호선
2015-04-01,김포공항,16763,26652,231305,205301,5호선
2015-04-01,까치산,339286,227513,972334,913943,5호선
2015-04-01,까치울,60759,38252,199127,174931,7호선
2015-04-01,낙성대,267228,195920,1001347,966144,2호선
2015-04-01,남구로,96338,80793,538770,561689,7호선
2015-04-01,남부터미널,87565,161758,1151771,1200034,3호선
2015-04-01,남성,114788,75525,383044,353321,7호선
2015-04-01,남태령,5570,4223,37560,30936,4호선
2015-04-01,남한산성입구,149128,86540,507067,472302,8호선
2015-04-01,내방,59159,59940,458092,473599,7호선
2015-04-01,노원,252703,327871,1439314,1588775,"4호선,7호선"
2015-04-01,녹번,157546,96234,486287,422193,3호선
2015-04-01,녹사평,18525,45539,223020,244400,6호선
2015-04-01,논현,39442,81160,633382,695218,7호선
2015-04-01,단대오거리,123914,84303,436605,393355,8호선
2015-04-01,답십리,154468,104596,537657,494818,5호선
2015-04-01,당고개,128071,79722,439882,412862,4호선
2015-04-01,당산,155497,147111,773069,839645,2호선
2015-04-01,대림,290963,257283,1393704,1433780,"2호선,7호선"
2015-04-01,대청,87627,56589,361606,318795,3호선
2015-04-01,대치,67413,55463,369784,345795,3호선
2015-04-01,대흥,42099,41965,287853,305378,6호선
2015-04-01,도곡,40315,30774,239085,218698,3호선
2015-04-01,도림천,5224,4250,32467,37886,2호선
2015-04-01,도봉산,127466,65377,397940,372698,7호선
2015-04-01,독립문,43551,36542,257204,265313,3호선
2015-04-01,독바위,32486,21455,94192,102704,6호선
2015-04-01,돌곶이,95526,61051,318445,290436,6호선
2015-04-01,동대문,72686,133835,1325326,1420675,"1호선,4호선"
2015-04-01,동대문역사문화공원,52587,178661,1400674,1453164,"2호선,4호선,5호선"
